ID,Title,Company,Location,Workexp,Skill
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48607413,DevOps 엔지니어(5년 이상) 채용,주식회사 아더월드,서울성동구,경력 5~6년,AWS 인프라 Java 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48611705,[이커머스솔루션기업] ITIL/ITSM과 DevOps 컨설팅 담당 채용,휴먼인써치,서울송파구,경력 5~13년,IT컨설팅 서비스기획 IT컨설팅 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=46829174,DevOps 개발자 상시 인재 Pool,(주)LG유플러스,서울중구,경력5년↑,AWS Java Kotlin 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48570597,IT 보안인증 코스닥기업 DevOps 엔지니어,그레이스앤파트너스(주),서울영등포구,경력3년↑,AWS Java Javascript 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48597456,반도체 디자인 하우스 DevOps Engineer,시너지파트너즈(주),경기성남시 분당구,경력3년↑,Java Linux Python 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48421565,"(주)에이비스, Devops 및 시스템 구축/운영 담당자 정규직 채용",(주)에이비스,서울강남구,경력 3~10년,솔루션 백엔드/서버개발 SI개발 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48494888,DevOps 엔지니어,(주)스트리미,서울강남구,경력 3~7년,인프라 Linux 네트워크 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48458208,[AOX Korea] DevOps Engineer - 운영/모니터링,유한회사에이오엑스코리아,서울강남구,신입·경력,인프라 솔루션 네트워크 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48298898,DevOps 플랫폼 백엔드 개발자 경력직(5년이상)  채용,(주)에이티지,경기성남시 분당구,경력5년↑,Java Linux Python 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48540148,DevOps Engineering,(주)페르소나에이아이,서울강남구,경력5년↑,웹개발 PHP 임베디드 챗봇 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48589212,다우기술 경력사원 대규모 인재영입,(주)다우기술,경기성남시 분당구,경력2년↑,AWS 인프라 Java 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48544176,2024년도 하반기 신입/경력사원 공개채용,(주)스탠스,서울노원구,신입·경력,인프라 Java 솔루션 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48076268,2024년 ㈜티시스아이티 부문별 경력사원 모집,주식회사 티시스 아이티,서울중구,경력,AWS 인프라 Java 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48585332,[SK㈜ C&C 자회사] 2024 경력/신입사원 채용,(주)애커튼테크놀로지서비스,경기성남시 분당구,신입·경력,AWS Java Linux 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48570949,[고영테크놀러지] 각 부문 경력 사원 모집,(주)고영테크놀러지,경기용인시 수지구,경력,Linux 솔루션 Python 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48598897,각 부문 경력사원 수시채용,(주)세경하이테크,경기수원시 권선구,경력,Java 네트워크 백엔드/서버개발 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48494926,[코스닥 상장사] 이에이트 신입 및 경력 채용,이에이트(주),서울송파구,신입·경력,AWS 인프라 Java 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48606797,아이스크림아트 부문별 - 신입/경력 채용 (프론트엔드/ 풀스텍/ 백엔드/ 웹개발/ 데브옵스엔지니어/ 미술교사),(주)아이스크림아트,서울강남구,신입·경력,AWS 인프라 Java 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=47669139,차량SW · ICT · 경영지원 부문 채용,현대오토에버(주),서울강남구,경력,AWS 인프라 Java 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48103965,엔씨소프트 전 부문 수시 채용,(주)엔씨소프트,경기성남시 분당구,신입·경력,Python 백엔드/서버개발 게임개발 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48478996,현대오토에버 모빌리티 SW스쿨 1기 클래스메이트 모집,현대오토에버(주),서울금천구,신입,솔루션 보안컨설팅 앱개발 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48541298,부문별 신입/경력 사원 채용 모집(IT영업 매니저/유·무선 네트워크 엔지니어/보안 엔지니어),(주)위버시스템즈,서울서초구,신입·경력,AWS Linux 네트워크 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48395778,[앱개발] [2024/소타택코리아] 백엔드 개발자 채용,(주) 소타텍코리아,서울강남구,경력무관,Java 백엔드/서버개발 앱개발 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48601700,각 부문별 담당자 채용,(주)에이아이세스,경기성남시 수정구,신입·경력,AWS Java 솔루션 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48606449,[인공지능/데이터 분석] 개발자 채용,아타드(주),경기전체,경력 1~3년,AWS 인프라 Java 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48457136,IT 개발 및 유지보수 담당자 채용,(주)아진피앤피,대구달성군,경력무관,Linux Python 네트워크 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48598961,연계연구센터 개발자 인력 모집,메타빌드(주),서울서초구,경력무관,AWS 인프라 Python 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48576760,[제이시스메디칼] IT 담당자 채용,(주)제이시스메디칼,서울금천구,경력7년↑,인프라 솔루션 네트워크 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48489905,[kt그룹사] 오픈소스 기반 클라우드 신입 시스템 엔지니어 채용,(주)오픈클라우드랩,서울강남구,신입,인프라 네트워크 Docker 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48606440,"[VPN] 백엔드, 서버 개발자 채용",아타드(주),서울강남구,경력 1~5년,인프라 Java Linux 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48232097,2024년 (주)더캐리 IT인력(정보혁신부) 전 부문 공개채용,(주)더캐리,서울강남구,경력무관,솔루션 Python 백엔드/서버개발 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48602403,[LG CNS 자회사] IT 인프라 각 분야별 인재 채용,(주)비즈테크아이,서울마포구,경력 2~15년,인프라 Linux 솔루션 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48522353,2024 엔젤로보틱스 각 분야 채용 공고,(주)엔젤로보틱스,대전대덕구,신입·경력,백엔드/서버개발 유지보수 API 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48576273,각 부문별 신입 및 경력 사원 채용,(주)미래엔,서울서초구,경력,총무 비품관리 시설관리 자산관리 콘텐츠관리 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48606104,경영전략본부(인사/총무) 인재를 모집합니다.,컴즈(주),서울구로구,신입·경력,총무 비품관리 사내행사 사무보조 시설관리 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48589399,[커넥트웨이브] 플레이오토 각 부문별 수시채용(신입/경력),(주)커넥트웨이브,서울구로구,경력무관,인프라 Linux 솔루션 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48287460,[넛지헬스케어] 백엔드개발 채용전환형 인턴,넛지헬스케어(주),서울강남구,신입,Java 솔루션 Python 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48380570,[서비스개발팀] 카페24 플랫폼 및 비즈니스 솔루션 개발자 모집,카페24(주),서울동작구,경력3년↑,Java Linux 솔루션 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48457310,[티에이치케이컴퍼티] IT본부 IT개발팀 팀원 채용(JAVA/PHP),(주)티에이치케이컴퍼니,서울금천구,경력 3~15년,솔루션 백엔드/서버개발 앱개발 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48525757,지니언스(주) 2024년 하반기 공개 채용,지니언스(주),경기안양시 동안구,경력무관,AWS 인프라 Java 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48584409,파고다 JAVA 개발 경력자 모집,(주)파고다아카데미,서울서초구,경력무관,AWS Java Linux 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48537447,"[AWS, KT, Naver 클라우드 매니지드/ 기술운영/ TA, AA] 채용",(주)웰데이타시스템,서울강남구,경력무관,AWS 네트워크 백엔드/서버개발 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48595822,JAVA 개발자 채용,(주)소프트넷,서울강남구,경력 3~10년,Java 백엔드/서버개발 웹개발 
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=48442636,[AI 전문기업 덴컴] 인프라 및 보안 담당자 채용,(주)덴컴,서울강남구,경력5년↑,인프라 솔루션 Python 
